,timestamps,pynvml:0,pynvml:1,pynvml:2,pynvml:3
0,1733992190.0077739,55.525,59.333,59.576,58.177
1,1733992190.1063282,55.581,59.333,59.576,58.452
2,1733992190.1078556,55.581,59.333,59.576,58.452
3,1733992190.2064078,55.525,59.333,59.576,58.392
4,1733992190.2079256,55.525,59.333,59.576,58.392
5,1733992190.3064961,55.525,59.333,59.576,58.452
6,1733992190.3080044,55.525,59.333,59.576,58.452
7,1733992190.406678,55.581,59.333,59.576,58.452
8,1733992190.408102,55.581,59.333,59.576,58.452
9,1733992190.5068016,55.525,59.333,59.576,58.452
10,1733992190.5081835,55.525,59.333,59.576,58.452
11,1733992190.6069167,55.525,59.333,59.576,58.452
12,1733992190.6082613,55.525,59.333,59.576,58.452
13,1733992190.707053,55.525,59.333,59.576,58.177
14,1733992190.7084398,55.525,59.333,59.576,58.177
15,1733992190.80754,55.525,59.394,59.576,58.177
16,1733992190.8087955,55.525,59.394,59.576,58.177
17,1733992190.9076383,55.581,59.333,59.576,58.452
18,1733992190.9088619,55.581,59.333,59.576,58.452
19,1733992191.0077062,55.581,59.333,59.576,58.452
20,1733992191.008925,55.581,59.333,59.576,58.452
21,1733992191.1078238,55.799,59.333,59.576,58.452
22,1733992191.109004,55.799,59.333,59.576,58.452
23,1733992191.2079434,55.525,59.333,59.576,58.452
24,1733992191.209123,55.525,59.333,59.576,58.452
25,1733992191.3080628,55.525,59.333,59.576,58.392
26,1733992191.3091898,55.525,59.333,59.576,58.392
27,1733992191.408182,55.525,59.333,59.576,58.177
28,1733992191.409257,55.525,59.333,59.576,58.177
29,1733992191.5082996,55.581,59.333,59.576,58.452
30,1733992191.5093238,55.581,59.333,59.576,58.452
31,1733992191.6084287,55.581,59.333,59.576,58.452
32,1733992191.6094036,55.581,59.333,59.576,58.452
33,1733992191.708554,55.581,59.333,59.576,58.452
34,1733992191.7094905,55.581,59.333,59.576,58.452
35,1733992191.808672,55.525,59.333,59.576,58.177
