,0
gh:Module Power Socket 0,0.952276475950943
gh:Grace Power Socket 0,0.34546999080936114
gh:CPU Power Socket 0,0.33095914235055446
gh:SysIO Power Socket 0,0.003419944136738777
gh:Module Power Socket 1,1.1809072250318526
gh:Grace Power Socket 1,0.2589438889408111
gh:CPU Power Socket 1,0.2506558054633273
gh:SysIO Power Socket 1,0.0005918635701470905
gh:Module Power Socket 2,0.8869440573828087
gh:Grace Power Socket 2,0.34995095127012993
gh:CPU Power Socket 2,0.3363936501499017
gh:SysIO Power Socket 2,0.002502145934104919
gh:Module Power Socket 3,0.9338943684781922
gh:Grace Power Socket 3,0.3638882039921151
gh:CPU Power Socket 3,0.34831669207162325
gh:SysIO Power Socket 3,0.004093681099017461
pynvml:0,0.649921583963169
pynvml:1,0.6652219462156959
pynvml:2,0.48760834533923203
pynvml:3,0.632061840488447
